# Data file for compuation of BBN likelihood
# 
# Specify the data to use for the scan in .yaml file via the Rule
# - capability: BBN_data
#    function: read_BBN_data
#    options:
#      DataFile:  PDG_2017.dat
#
# PDG_2017 source: http://pdg.lbl.gov/2017/reviews/rpp2017-rev-bbang-nucleosynthesis.pdf
# 
# Specify the measured abundance of the elements (options: Yp or He4, D or H2, He3, Li7) normalized to the Hydrogen abundance below. 
#
# Element \t central value \t 1 sigma uncertainty
Yp	0.245	0.003
D	2.569e-5	0.027e-5
