3.000000119209289551e-01 3.499999940395355225e-01 1.616882064089444277e-08 6.932997784668335629e-08 6.362854037499254157e-14 6.803944890951556943e-14 6.725387037666082548e-14 6.693363608952146301e-14 6.130975120944443222e-14 6.849145073242146471e-14 6.911283109726889407e-14 6.292265790447976078e-14 6.194834740140978101e-14 5.644426619232466021e-14 5.997711871535313129e-14 4.894588967663753789e-14 4.878025569774534358e-14 4.740970839249672633e-14 4.306490522517002907e-14 4.129937416421839626e-14 3.407107525889392147e-14 2.828777426399783206e-14 2.269841123545397067e-14 2.671254914418415524e-14 1.973303179095430394e-14 1.229232882908313154e-14 9.411622410182346027e-15 3.701942063606650940e-16 1.370066132176235113e-13 9.773174816233817553e-14 9.344001705942765051e-14 9.035523788460490149e-14 8.235332132164493178e-14 8.731349614736218090e-14 8.584879317834327954e-14 7.770639723986492450e-14 7.491207718801378034e-14 6.771847509758922921e-14 6.969048786610361378e-14 5.722519998662377697e-14 5.575028102897450980e-14 5.319309666349671699e-14 4.778204149787836906e-14 4.506822050625716188e-14 3.700698300651738454e-14 3.050325969577939796e-14 2.430288087843772727e-14 2.781195587596186674e-14 2.042942968223303447e-14 1.268327067566780525e-14 9.589292527922296180e-15 4.200444071085139836e-16
3.499999940395355225e-01 4.000000059604644775e-01 1.293759769561434158e-07 7.286575298667569807e-08 6.803944890951556943e-14 7.342259067892116493e-14 7.270187595716177183e-14 7.231301658493722758e-14 6.655631756101741243e-14 7.447184263950226658e-14 7.585600900734430486e-14 6.873122379153260838e-14 6.875706530811363962e-14 6.206317956577104580e-14 6.720782106374062318e-14 5.525805202082972694e-14 5.462728923507135994e-14 5.249344506881720598e-14 4.822723381451973540e-14 4.655041580896166377e-14 3.846742587190618173e-14 3.255884035134404650e-14 2.557135438590097705e-14 3.008155644978527078e-14 2.274021575932177697e-14 1.429361283807108149e-14 1.023492581586359286e-14 7.601892090091707619e-16 9.773174816233817553e-14 1.301605801752857709e-13 9.537974449326890706e-14 9.259671898867827637e-14 8.478058409080426581e-14 9.077221232243737218e-14 9.034977750630612280e-14 8.153431777788756575e-14 7.998398477052151044e-14 7.182693100654560060e-14 7.561984560908405510e-14 6.242814516412782970e-14 6.066350831189241878e-14 5.750200629364663064e-14 5.231239371052621416e-14 4.981433252465741010e-14 4.100999659608836774e-14 3.447750704080651498e-14 2.696086587358030495e-14 3.103367062041940258e-14 2.334331403180012963e-14 1.463217841281998895e-14 1.038879265323042491e-14 8.033607497766503695e-16
4.000000059604644775e-01 4.499999880790710449e-01 1.389947854465591009e-07 7.545072163985953982e-08 6.725387037666082548e-14 7.270187595716177183e-14 7.254031268469668839e-14 7.253618108618465593e-14 6.571081120959676183e-14 7.370455267395909098e-14 7.548075038372398318e-14 6.801548444292536973e-14 6.836485531792955092e-14 6.101637593461509113e-14 6.642097906563978095e-14 5.504775427393500700e-14 5.431459646380498550e-14 5.244886392690278155e-14 4.806358672269895535e-14 4.602313250574093525e-14 3.791970915096428580e-14 3.136246874627207413e-14 2.431712166450823427e-14 2.912406543975963722e-14 2.184243679925900538e-14 1.360618766714541841e-14 8.823924771191275365e-15 -6.193218754235563128e-16 9.344001705942765051e-14 9.537974449326890706e-14 1.182331245442639516e-13 9.042472524678753205e-14 8.178310364041854688e-14 8.808012756178414873e-14 8.826305278032265381e-14 7.930675206303294886e-14 7.826606766039491814e-14 6.962719536712817465e-14 7.383968742391748352e-14 6.137118208196020879e-14 5.963804133444515825e-14 5.686599975684474800e-14 5.166635912333118430e-14 4.890163649594366206e-14 4.016204577056487358e-14 3.305457372399038538e-14 2.554255561706081614e-14 2.996375121547793611e-14 2.237431948347855352e-14 1.390477443964897871e-14 8.959622567397417478e-15 -5.812481550480350867e-16
4.499999880790710449e-01 5.000000000000000000e-01 1.743082191562649810e-07 7.930143085343213685e-08 6.693363608952146301e-14 7.231301658493722758e-14 7.253618108618465593e-14 7.282356654038856527e-14 6.513615206902922856e-14 7.316914064355691294e-14 7.509163030737709757e-14 6.745224349173588908e-14 6.782080668543504486e-14 6.013058920448486958e-14 6.546555643479847462e-14 5.450329830281801693e-14 5.378546779533706755e-14 5.224641430664293152e-14 4.767920095262008988e-14 4.532109876216137219e-14 3.724452445290601722e-14 3.013030614566871523e-14 2.322333552674539817e-14 2.822132389492019342e-14 2.093073227476754517e-14 1.291802039275731809e-14 7.788129803886761696e-15 -1.707655152607430933e-15 9.035523788460490149e-14 9.259671898867827637e-14 9.042472524678753205e-14 1.111122843235007737e-13 7.951164754796416005e-14 8.602704580528208232e-14 8.652446921965962243e-14 7.755146034726205835e-14 7.667672029438171529e-14 6.783234029909755383e-14 7.210105096197869373e-14 6.015914411678008636e-14 5.854690167290212277e-14 5.619722072871880465e-14 5.090161857473847293e-14 4.789571101958280187e-14 3.925013131179455129e-14 3.164377085904247205e-14 2.431939698284921932e-14 2.897236169021416409e-14 2.140646261349999744e-14 1.318508452294719227e-14 7.909501603476591407e-15 -1.673600981587313807e-15
5.000000000000000000e-01 5.574511885643005371e-01 1.936265747902961994e-07 7.712628524137915112e-08 6.130975120944443222e-14 6.655631756101741243e-14 6.571081120959676183e-14 6.513615206902922856e-14 6.070010754277194267e-14 6.790987599853219621e-14 6.944771792774835976e-14 6.289238129808867953e-14 6.348902693972659137e-14 5.726924185673078308e-14 6.268718824191079509e-14 5.159146580754249368e-14 5.076536970047369997e-14 4.825816794481448690e-14 4.476118685779092529e-14 4.358955894659230947e-14 3.611945059618655125e-14 3.134793518365311034e-14 2.442392482606029947e-14 2.846204781160179300e-14 2.194372429941820951e-14 1.393720660677634805e-14 9.994086392620142841e-15 1.629422019320731192e-15 8.235332132164493178e-14 8.478058409080426581e-14 8.178310364041854688e-14 7.951164754796416005e-14 9.248042951670577912e-14 7.946229803755714964e-14 7.971976291156388221e-14 7.196620894817681402e-14 7.144578585689765544e-14 6.418902217594960779e-14 6.864897068247601863e-14 5.667306479343639039e-14 5.504336778590695347e-14 5.180784284194888326e-14 4.765642740346844004e-14 4.590276681447399386e-14 3.792142506923009215e-14 3.270773546917020598e-14 2.540870145665108294e-14 2.913683157064849129e-14 2.237115299644775393e-14 1.417715530017801619e-14 1.010313512449845053e-14 1.660018617356358838e-15
5.574511885643005371e-01 6.249930858612060547e-01 4.818553974805238887e-07 7.550585351294605080e-08 6.849145073242146471e-14 7.447184263950226658e-14 7.370455267395909098e-14 7.316914064355691294e-14 6.790987599853219621e-14 7.604320162032175239e-14 7.796992681764567797e-14 7.045989731197980564e-14 7.135301000719025355e-14 6.408943302810341829e-14 7.040398671528253310e-14 5.811914287230079235e-14 5.710825067448538432e-14 5.429726161809965654e-14 5.038754618061296740e-14 4.899150148764449363e-14 4.056939820172780617e-14 3.506112795465365279e-14 2.716117569967499966e-14 3.180201291891530176e-14 2.452771845489732699e-14 1.555652450677843226e-14 1.080405502756208137e-14 1.460304216311699488e-15 8.731349614736218090e-14 9.077221232243737218e-14 8.808012756178414873e-14 8.602704580528208232e-14 7.946229803755714964e-14 1.024100506310755404e-13 8.715757397821925936e-14 7.857582038048448961e-14 7.846979090017665640e-14 7.027870693625257053e-14 7.573639653224875021e-14 6.266428831972458577e-14 6.093462965009325909e-14 5.747220492695402429e-14 5.297714237305397757e-14 5.106050894746825868e-14 4.218114208298706851e-14 3.627737703182013400e-14 2.804199156721668025e-14 3.240556119947429849e-14 2.491002441839325760e-14 1.577114232972300224e-14 1.090159171800536224e-14 1.487670796920347400e-15
6.249930858612060547e-01 7.050811648368835449e-01 5.882063323462485728e-07 7.356215959510279808e-08 6.911283109726889407e-14 7.585600900734430486e-14 7.548075038372398318e-14 7.509163030737709757e-14 6.944771792774835976e-14 7.796992681764567797e-14 8.081885079986216553e-14 7.253508042123978485e-14 7.463340687889383890e-14 6.614688613338356150e-14 7.400222826909655053e-14 6.168351183543245198e-14 6.016919805333870070e-14 5.681333481191554092e-14 5.314786903814115787e-14 5.174548931374862280e-14 4.284715554030030305e-14 3.718544838592197201e-14 2.816723807411419212e-14 3.324008416597486680e-14 2.600462086096828964e-14 1.653728580127456348e-14 1.040071502850970215e-14 1.118728941121509084e-15 8.584879317834327954e-14 9.034977750630612280e-14 8.826305278032265381e-14 8.652446921965962243e-14 7.971976291156388221e-14 8.715757397821925936e-14 1.025689673906043021e-13 7.975150019565987887e-14 8.096142131826982551e-14 7.165019096304591802e-14 7.874363689552859667e-14 6.572491010985544053e-14 6.357149212031405846e-14 5.963639307445532839e-14 5.545045532600470174e-14 5.358518471505629498e-14 4.428026676102592088e-14 3.826689824898745499e-14 2.895043143246645752e-14 3.377674003492282403e-14 2.634455512248896498e-14 1.672811711995111574e-14 1.048744154078750682e-14 1.143062431199661638e-15
7.050811648368835449e-01 8.009547591209411621e-01 4.820931773171234523e-07 7.170680372732406537e-08 6.292265790447976078e-14 6.873122379153260838e-14 6.801548444292536973e-14 6.745224349173588908e-14 6.289238129808867953e-14 7.045989731197980564e-14 7.253508042123978485e-14 6.543867649439395527e-14 6.674758833087539884e-14 5.976672820186683254e-14 6.620524875016484172e-14 5.478719459477544314e-14 5.364742647602732170e-14 5.070256780429926614e-14 4.732050831599281120e-14 4.619136414790665236e-14 3.829310336157238591e-14 3.346052977607924085e-14 2.571921864854882104e-14 3.004641189483814972e-14 2.342726875455129392e-14 1.492806231153474094e-14 1.017470361604122736e-14 1.696523266649115308e-15 7.770639723986492450e-14 8.153431777788756575e-14 7.930675206303294886e-14 7.755146034726205835e-14 7.196620894817681402e-14 7.857582038048448961e-14 7.975150019565987887e-14 8.332981449431050978e-14 7.233745018220449313e-14 6.462808147757116326e-14 7.039357977506508767e-14 5.835717033624231310e-14 5.665284847595946888e-14 5.319632091390922035e-14 4.935450165991304830e-14 4.781646207401843180e-14 3.955904449021427746e-14 3.441583027224419067e-14 2.641105377598246473e-14 3.052046772986558592e-14 2.372755023757229588e-14 1.509663346738913103e-14 1.025131362177445175e-14 1.718018294702650291e-15
8.009547591209411621e-01 9.169544577598571777e-01 6.792779408829503440e-07 7.085973321374904034e-08 6.194834740140978101e-14 6.875706530811363962e-14 6.836485531792955092e-14 6.782080668543504486e-14 6.348902693972659137e-14 7.135301000719025355e-14 7.463340687889383890e-14 6.674758833087539884e-14 6.980933660065036919e-14 6.148623262731434192e-14 7.007387455287482651e-14 5.868492456121573468e-14 5.681563907028471150e-14 5.290564797316845480e-14 5.014370069507400005e-14 4.928334506435590663e-14 4.091870990315860485e-14 3.644093334454682354e-14 2.717842093362384971e-14 3.186309093649211685e-14 2.553528949392431334e-14 1.641186923270657775e-14 1.000228985773633000e-14 1.946346544561616579e-15 7.491207718801378034e-14 7.998398477052151044e-14 7.826606766039491814e-14 7.667672029438171529e-14 7.144578585689765544e-14 7.846979090017665640e-14 8.096142131826982551e-14 7.233745018220449313e-14 8.463383886321351136e-14 6.574911016010542332e-14 7.374658484841539544e-14 6.181540459790950220e-14 5.945106694262146886e-14 5.509239793771283585e-14 5.192729140241421837e-14 5.070837900962161104e-14 4.202880244099043031e-14 3.727862786934469251e-14 2.778508501538722632e-14 3.227878628999102428e-14 2.579860366075946489e-14 1.655968778285384977e-14 1.006946849168982150e-14 1.965195343848447390e-15
9.169544577598571777e-01 1.058999538421630859e+00 6.935338697346739701e-07 6.961720894830774751e-08 5.644426619232466021e-14 6.206317956577104580e-14 6.101637593461509113e-14 6.013058920448486958e-14 5.726924185673078308e-14 6.408943302810341829e-14 6.614688613338356150e-14 5.976672820186683254e-14 6.148623262731434192e-14 5.525173084290108531e-14 6.181168402217156395e-14 5.105155287625391306e-14 4.977216242401312882e-14 4.638541635151396780e-14 4.380210535076303810e-14 4.330155956144630309e-14 3.604176662020786578e-14 3.257188646796715897e-14 2.495937028557152409e-14 2.869641578118145978e-14 2.287724638630635898e-14 1.476616511320772378e-14 1.043119774286228238e-14 3.048328986191862095e-15 6.771847509758922921e-14 7.182693100654560060e-14 6.962719536712817465e-14 6.783234029909755383e-14 6.418902217594960779e-14 7.027870693625257053e-14 7.165019096304591802e-14 6.462808147757116326e-14 6.574911016010542332e-14 6.751290766865398517e-14 6.500574188993334475e-14 5.377404759717260679e-14 5.206412352445080076e-14 4.828717428149868987e-14 4.535324646269992039e-14 4.454087345185312034e-14 3.700718439593349181e-14 3.330040698072320247e-14 2.548696980405180744e-14 2.905793490672952697e-14 2.310624367130707455e-14 1.489471895086606294e-14 1.048962120321121769e-14 3.064721282565759047e-15
