########################################################################
# Reference Counts for Solar Model GS98                                #
# Column 1: log10(Axion mass in eV)                                    #
#        n>1: Reference photon counts in energy bin n-1                #
########################################################################
-3.0000000e+00 -4.7085274e-01 -2.1441605e-01 -4.5789311e-02 5.3785602e-02 6.2791472e-02 -6.9506608e-02 -1.7821841e-02 1.3727743e-02 2.1254848e-02 2.2870533e-02 1.2444477e-02 -1.0121411e-02 -4.3943290e-02 -8.5129174e-02 -1.3543685e-01 -1.9181459e-01 -2.5318582e-01 -3.2285914e-01 -4.0069479e-01 -4.8711576e-01
-2.8000000e+00 -4.7096830e-01 -2.1448346e-01 -4.5833306e-02 5.3754604e-02 6.2768286e-02 -6.9524196e-02 -1.7835867e-02 1.3716350e-02 2.1245405e-02 2.2862578e-02 1.2437684e-02 -1.0127280e-02 -4.3948410e-02 -8.5133680e-02 -1.3544084e-01 -1.9181816e-01 -2.5318903e-01 -3.2286204e-01 -4.0069742e-01 -4.8711816e-01
-2.6000000e+00 -4.7169758e-01 -2.1490882e-01 -4.6110914e-02 5.3559010e-02 6.2621985e-02 -6.9635172e-02 -1.7924366e-02 1.3644460e-02 2.1185819e-02 2.2812388e-02 1.2394821e-02 -1.0164311e-02 -4.3980719e-02 -8.5162115e-02 -1.3546606e-01 -1.9184067e-01 -2.5320926e-01 -3.2288031e-01 -4.0071401e-01 -4.8713328e-01
-2.4000000e+00 -4.7630392e-01 -2.1759442e-01 -4.7863280e-02 5.2324504e-02 6.1698669e-02 -7.0335517e-02 -1.8482844e-02 1.3190810e-02 2.0809825e-02 2.2495681e-02 1.2124357e-02 -1.0397980e-02 -4.4184585e-02 -8.5341535e-02 -1.3562519e-01 -1.9198275e-01 -2.5333689e-01 -3.2299561e-01 -4.0081868e-01 -4.8722872e-01
-2.2000000e+00 -5.0556542e-01 -2.3461065e-01 -5.8951105e-02 4.4519624e-02 5.5864075e-02 -7.4759506e-02 -2.2009861e-02 1.0326313e-02 1.8435972e-02 2.0496337e-02 1.0417071e-02 -1.1872907e-02 -4.5471333e-02 -8.6473940e-02 -1.3662949e-01 -1.9287940e-01 -2.5414241e-01 -3.2372325e-01 -4.0147922e-01 -4.8783102e-01
-2.1500000e+00 -5.2610878e-01 -2.4651118e-01 -6.6689655e-02 3.9078794e-02 5.1799674e-02 -7.7839628e-02 -2.4464648e-02 8.3331380e-03 1.6784507e-02 1.9105615e-02 9.2296338e-03 -1.2898644e-02 -4.6366136e-02 -8.7261365e-02 -1.3732781e-01 -1.9350283e-01 -2.5470246e-01 -3.2422915e-01 -4.0193844e-01 -4.8824974e-01
-2.1000000e+00 -5.5902371e-01 -2.6549797e-01 -7.9008800e-02 3.0428465e-02 4.5342712e-02 -8.2730110e-02 -2.8360842e-02 5.1704561e-03 1.4164558e-02 1.6899655e-02 7.3463500e-03 -1.4525315e-02 -4.7785056e-02 -8.8509934e-02 -1.3843502e-01 -1.9449127e-01 -2.5559037e-01 -3.2503117e-01 -4.0266646e-01 -4.8891353e-01
-2.0500000e+00 -6.1212246e-01 -2.9591388e-01 -9.8672205e-02 1.6649492e-02 3.5070284e-02 -9.0503304e-02 -3.4550079e-02 1.4857639e-04 1.0005784e-02 1.3398878e-02 4.3582151e-03 -1.7105901e-02 -5.0035784e-02 -9.0490248e-02 -1.4019098e-01 -1.9605876e-01 -2.5699836e-01 -3.2630290e-01 -4.0382080e-01 -4.8996599e-01
-2.0000000e+00 -6.9878513e-01 -3.4496740e-01 -1.3019497e-01 -5.3656868e-03 1.8690632e-02 -1.0287962e-01 -4.4395304e-02 -7.8342609e-03 3.3983107e-03 7.8389916e-03 -3.8606222e-04 -2.1202124e-02 -5.3607719e-02 -9.3632527e-02 -1.4297690e-01 -1.9854538e-01 -2.5923174e-01 -3.2831999e-01 -4.0565155e-01 -4.9163507e-01
-1.9500000e+00 -8.4318992e-01 -4.2498826e-01 -1.8109551e-01 -4.0715782e-02 -7.5236877e-03 -1.2263949e-01 -6.0090479e-02 -2.0546394e-02 -7.1150547e-03 -1.0020185e-03 -7.9264829e-03 -2.7710037e-02 -5.9280896e-02 -9.8622023e-02 -1.4739961e-01 -2.0249224e-01 -2.6277612e-01 -3.3152069e-01 -4.0855626e-01 -4.9428301e-01
-1.9000000e+00 -1.0935690e+00 -5.5820625e-01 -2.6430464e-01 -9.7952119e-02 -4.9733521e-02 -1.5433063e-01 -8.5216168e-02 -4.0847690e-02 -2.3882717e-02 -1.5088303e-02 -1.9931187e-02 -3.8064536e-02 -6.8302767e-02 -1.0655341e-01 -1.5442765e-01 -2.0876234e-01 -2.6840546e-01 -3.3660314e-01 -4.1316788e-01 -4.9848634e-01
