########################################################################
# Reference Counts for Solar Model GS98                                #
# Column 1: log10(Axion mass in eV)                                    #
#        n>1: Reference photon counts in energy bin n-1                #
########################################################################
-3.0000000e+00 -1.7440267e+00 -1.7571149e+00 -1.7979463e+00 -1.8417246e+00 -1.9859337e+00 -2.2143203e+00 -2.2871555e+00 -2.3387302e+00 -2.4172040e+00 -2.4834295e+00 -2.5388412e+00 -2.6305004e+00 -2.7064730e+00 -2.7860405e+00 -2.8698449e+00 -2.9516349e+00 -3.0309157e+00 -3.1113293e+00 -3.1474851e+00 -2.9341046e+00
-2.8000000e+00 -1.7441462e+00 -1.7571838e+00 -1.7979910e+00 -1.8417559e+00 -1.9859571e+00 -2.2143380e+00 -2.2871696e+00 -2.3387416e+00 -2.4172135e+00 -2.4834375e+00 -2.5388480e+00 -2.6305062e+00 -2.7064781e+00 -2.7860451e+00 -2.8698489e+00 -2.9516384e+00 -3.0309189e+00 -3.1113322e+00 -3.1474877e+00 -2.9341070e+00
-2.6000000e+00 -1.7449008e+00 -1.7576182e+00 -1.7982726e+00 -1.8419530e+00 -1.9861044e+00 -2.2144495e+00 -2.2872586e+00 -2.3388137e+00 -2.4172733e+00 -2.4834878e+00 -2.5388910e+00 -2.6305433e+00 -2.7065105e+00 -2.7860735e+00 -2.8698741e+00 -2.9516610e+00 -3.0309392e+00 -3.1113505e+00 -3.1475043e+00 -2.9341222e+00
-2.4000000e+00 -1.7496669e+00 -1.7603656e+00 -1.8000501e+00 -1.8431976e+00 -1.9870343e+00 -2.2151533e+00 -2.2878197e+00 -2.3392684e+00 -2.4176503e+00 -2.4838050e+00 -2.5391622e+00 -2.6307773e+00 -2.7067145e+00 -2.7862531e+00 -2.8700334e+00 -2.9518031e+00 -3.0310669e+00 -3.1114658e+00 -3.1476087e+00 -2.9342177e+00
-2.2000000e+00 -1.7799504e+00 -1.7777469e+00 -1.8112984e+00 -1.8510659e+00 -1.9929106e+00 -2.2195990e+00 -2.2913635e+00 -2.3421395e+00 -2.4200306e+00 -2.4858079e+00 -2.5408740e+00 -2.6322542e+00 -2.7080025e+00 -2.7873865e+00 -2.8710384e+00 -2.9527001e+00 -3.0318728e+00 -3.1121933e+00 -3.1482677e+00 -2.9348206e+00
-2.1500000e+00 -1.8012184e+00 -1.7899000e+00 -1.8191491e+00 -1.8565511e+00 -1.9970042e+00 -2.2226943e+00 -2.2938300e+00 -2.3441373e+00 -2.4216865e+00 -2.4872010e+00 -2.5420646e+00 -2.6332813e+00 -2.7088982e+00 -2.7881746e+00 -2.8717372e+00 -2.9533237e+00 -3.0324332e+00 -3.1126991e+00 -3.1487259e+00 -2.9352397e+00
-2.1000000e+00 -1.8353069e+00 -1.8092996e+00 -1.8316474e+00 -1.8652723e+00 -2.0035075e+00 -2.2276089e+00 -2.2977448e+00 -2.3473073e+00 -2.4243136e+00 -2.4894109e+00 -2.5439530e+00 -2.6349101e+00 -2.7103185e+00 -2.7894243e+00 -2.8728451e+00 -2.9543125e+00 -3.0333216e+00 -3.1135010e+00 -3.1494522e+00 -2.9359042e+00
-2.0500000e+00 -1.8903322e+00 -1.8403836e+00 -1.8515989e+00 -1.8791647e+00 -2.0138540e+00 -2.2354206e+00 -2.3039636e+00 -2.3523408e+00 -2.4284837e+00 -2.4929178e+00 -2.5469491e+00 -2.6374941e+00 -2.7125714e+00 -2.7914063e+00 -2.8746023e+00 -2.9558805e+00 -3.0347303e+00 -3.1147725e+00 -3.1506039e+00 -2.9369577e+00
-2.0000000e+00 -1.9802327e+00 -1.8905346e+00 -1.8835888e+00 -1.9013628e+00 -2.0303525e+00 -2.2478586e+00 -2.3138561e+00 -2.3603422e+00 -2.4351092e+00 -2.4984875e+00 -2.5517061e+00 -2.6415958e+00 -2.7161469e+00 -2.7945513e+00 -2.8773901e+00 -2.9583680e+00 -3.0369649e+00 -3.1167892e+00 -3.1524304e+00 -2.9386285e+00
-1.9500000e+00 -2.1303078e+00 -1.9724002e+00 -1.9352613e+00 -1.9370104e+00 -2.0567590e+00 -2.2677177e+00 -2.3296270e+00 -2.3730841e+00 -2.4456514e+00 -2.5073441e+00 -2.5592668e+00 -2.6481123e+00 -2.7218256e+00 -2.7995452e+00 -2.8818159e+00 -2.9623163e+00 -3.0405113e+00 -3.1199893e+00 -3.1553283e+00 -2.9412791e+00
