#......tp...... ...t_diff....
 0.10000000E-01 0.34853070E+01
 0.10471285E-01 0.35119858E+01
 0.10964782E-01 0.35380566E+01
 0.11481536E-01 0.35634783E+01
 0.12022644E-01 0.35882113E+01
 0.12589254E-01 0.36122170E+01
 0.13182567E-01 0.36354582E+01
 0.13803843E-01 0.36578992E+01
 0.14454398E-01 0.36795062E+01
 0.15135612E-01 0.37002467E+01
 0.15848932E-01 0.37200904E+01
 0.16595869E-01 0.37390086E+01
 0.17378008E-01 0.37569747E+01
 0.18197009E-01 0.37739642E+01
 0.19054607E-01 0.37899545E+01
 0.19952623E-01 0.38049253E+01
 0.20892961E-01 0.38188586E+01
 0.21877616E-01 0.38317382E+01
 0.22908677E-01 0.38458317E+01
 0.23988329E-01 0.38565233E+01
 0.25118864E-01 0.38661275E+01
 0.26302680E-01 0.38724794E+01
 0.27542287E-01 0.38799298E+01
 0.28840315E-01 0.38862776E+01
 0.30199517E-01 0.38915226E+01
 0.31622777E-01 0.38956665E+01
 0.33113112E-01 0.38987132E+01
 0.34673685E-01 0.39006686E+01
 0.36307805E-01 0.39015408E+01
 0.38018940E-01 0.39013396E+01
 0.39810717E-01 0.39000771E+01
 0.41686938E-01 0.38977670E+01
 0.43651583E-01 0.38944248E+01
 0.45708819E-01 0.38900679E+01
 0.47863009E-01 0.38847151E+01
 0.50118723E-01 0.38783870E+01
 0.52480746E-01 0.38711058E+01
 0.54954087E-01 0.38628948E+01
 0.57543994E-01 0.38537790E+01
 0.60255959E-01 0.38437844E+01
 0.63095734E-01 0.38329384E+01
 0.66069345E-01 0.38212695E+01
 0.69183097E-01 0.38088072E+01
 0.72443596E-01 0.37955818E+01
 0.75857758E-01 0.37816247E+01
 0.79432823E-01 0.37669680E+01
 0.83176377E-01 0.37516444E+01
 0.87096359E-01 0.37356874E+01
 0.91201084E-01 0.37191310E+01
 0.95499259E-01 0.37020094E+01
 0.10000000E+00 0.36843577E+01
 0.10471285E+00 0.36662107E+01
 0.10964782E+00 0.36476039E+01
 0.11481536E+00 0.36285727E+01
 0.12022644E+00 0.36091526E+01
 0.12589254E+00 0.35893792E+01
 0.13182567E+00 0.35692879E+01
 0.13803843E+00 0.35489142E+01
 0.14454398E+00 0.35282930E+01
 0.15135612E+00 0.35074593E+01
 0.15848932E+00 0.34864475E+01
 0.16595869E+00 0.34652918E+01
 0.17378008E+00 0.34440258E+01
 0.18197009E+00 0.34226827E+01
 0.19054607E+00 0.34012949E+01
 0.19952623E+00 0.33798945E+01
 0.20892961E+00 0.33585127E+01
 0.21877616E+00 0.33371799E+01
 0.22908677E+00 0.33159260E+01
 0.23988329E+00 0.32947799E+01
 0.25118864E+00 0.32737696E+01
 0.26302680E+00 0.32529223E+01
 0.27542287E+00 0.32322642E+01
 0.28840315E+00 0.32118205E+01
 0.30199517E+00 0.31916155E+01
 0.31622777E+00 0.31716723E+01
 0.33113112E+00 0.31520130E+01
 0.34673685E+00 0.31326587E+01
 0.36307805E+00 0.31136292E+01
 0.38018940E+00 0.30949433E+01
 0.39810717E+00 0.30766186E+01
 0.41686938E+00 0.30586714E+01
 0.43651583E+00 0.30411171E+01
 0.45708819E+00 0.30239695E+01
 0.47863009E+00 0.30072415E+01
 0.50118723E+00 0.29909448E+01
 0.52480746E+00 0.29750897E+01
 0.54954087E+00 0.29596854E+01
 0.57543994E+00 0.29447399E+01
 0.60255959E+00 0.29302599E+01
 0.63095734E+00 0.29162511E+01
 0.66069345E+00 0.29027178E+01
 0.69183097E+00 0.28896635E+01
 0.72443596E+00 0.28770901E+01
 0.75857758E+00 0.28649988E+01
 0.79432823E+00 0.28533895E+01
 0.83176377E+00 0.28422610E+01
 0.87096359E+00 0.28316114E+01
 0.91201084E+00 0.28214374E+01
 0.95499259E+00 0.28117351E+01
 0.10000000E+01 0.28024994E+01
 0.10471285E+01 0.27937247E+01
 0.10964782E+01 0.27854042E+01
 0.11481536E+01 0.27775306E+01
 0.12022644E+01 0.27700958E+01
 0.12589254E+01 0.27630910E+01
 0.13182567E+01 0.27565068E+01
 0.13803843E+01 0.27503333E+01
 0.14454398E+01 0.27445600E+01
 0.15135612E+01 0.27391760E+01
 0.15848932E+01 0.27341701E+01
 0.16595869E+01 0.27295304E+01
 0.17378008E+01 0.27252452E+01
 0.18197009E+01 0.27213022E+01
 0.19054607E+01 0.27176891E+01
 0.19952623E+01 0.27143932E+01
 0.20892961E+01 0.27114022E+01
 0.21877616E+01 0.27087032E+01
 0.22908677E+01 0.27062837E+01
 0.23988329E+01 0.27041311E+01
 0.25118864E+01 0.27022330E+01
 0.26302680E+01 0.27005768E+01
 0.27542287E+01 0.26991505E+01
 0.28840315E+01 0.26979420E+01
 0.30199517E+01 0.26969396E+01
 0.31622777E+01 0.26961317E+01
 0.33113112E+01 0.26624387E+01
 0.34673685E+01 0.26266573E+01
 0.36307805E+01 0.25907208E+01
 0.38018940E+01 0.25546476E+01
 0.39810717E+01 0.25184567E+01
 0.41686938E+01 0.24821670E+01
 0.43651583E+01 0.24457980E+01
 0.45708819E+01 0.24093692E+01
 0.47863009E+01 0.23729005E+01
 0.50118723E+01 0.23364116E+01
 0.52480746E+01 0.22999225E+01
 0.54954087E+01 0.22634532E+01
 0.57543994E+01 0.22270237E+01
 0.60255959E+01 0.21906539E+01
 0.63095734E+01 0.21543635E+01
 0.66069345E+01 0.21181723E+01
 0.69183097E+01 0.20820994E+01
 0.72443596E+01 0.20461642E+01
 0.75857758E+01 0.20103852E+01
 0.79432823E+01 0.19747809E+01
 0.83176377E+01 0.19393693E+01
 0.87096359E+01 0.19041678E+01
 0.91201084E+01 0.18691935E+01
 0.95499259E+01 0.18344628E+01
 0.10000000E+02 0.17999916E+01
 0.10471285E+02 0.17657952E+01
 0.10964782E+02 0.17318882E+01
 0.11481536E+02 0.16982847E+01
 0.12022644E+02 0.16649980E+01
 0.12589254E+02 0.16320407E+01
 0.13182567E+02 0.15994247E+01
 0.13803843E+02 0.15671615E+01
 0.14454398E+02 0.15352614E+01
 0.15135612E+02 0.15037343E+01
 0.15848932E+02 0.14725893E+01
 0.16595869E+02 0.14418349E+01
 0.17378008E+02 0.14114787E+01
 0.18197009E+02 0.13815277E+01
 0.19054607E+02 0.13519884E+01
 0.19952623E+02 0.13228663E+01
 0.20892961E+02 0.12941664E+01
 0.21877616E+02 0.12658932E+01
 0.22908677E+02 0.12380503E+01
 0.23988329E+02 0.12106408E+01
 0.25118864E+02 0.11836674E+01
 0.26302680E+02 0.11571320E+01
 0.27542287E+02 0.11310359E+01
 0.28840315E+02 0.11053802E+01
 0.30199517E+02 0.10801652E+01
 0.31622777E+02 0.10553908E+01
 0.33113112E+02 0.10310565E+01
 0.34673685E+02 0.10071613E+01
 0.36307805E+02 0.98370382E+00
 0.38018940E+02 0.96068229E+00
 0.39810717E+02 0.93809454E+00
 0.41686938E+02 0.91593808E+00
 0.43651583E+02 0.89421006E+00
 0.45708819E+02 0.87290737E+00
 0.47863009E+02 0.85202656E+00
 0.50118723E+02 0.83156396E+00
 0.52480746E+02 0.81151564E+00
 0.54954087E+02 0.79187742E+00
 0.57543994E+02 0.77264493E+00
 0.60255959E+02 0.75381362E+00
 0.63095734E+02 0.73537873E+00
 0.66069345E+02 0.71733538E+00
 0.69183097E+02 0.69967850E+00
 0.72443596E+02 0.68240294E+00
 0.75857758E+02 0.66550341E+00
 0.79432823E+02 0.64897452E+00
 0.83176377E+02 0.63281079E+00
 0.87096359E+02 0.61700667E+00
 0.91201084E+02 0.60155654E+00
 0.95499259E+02 0.58645475E+00
 0.10000000E+03 0.57169558E+00
 0.10471285E+03 0.55727328E+00
 0.10964782E+03 0.54318210E+00
 0.11481536E+03 0.52941626E+00
 0.12022644E+03 0.51596996E+00
 0.12589254E+03 0.50283743E+00
 0.13182567E+03 0.49001290E+00
 0.13803843E+03 0.47749060E+00
 0.14454398E+03 0.46526481E+00
 0.15135612E+03 0.45332980E+00
 0.15848932E+03 0.44167992E+00
 0.16595869E+03 0.43030952E+00
 0.17378008E+03 0.41921301E+00
 0.18197009E+03 0.40838484E+00
 0.19054607E+03 0.39781953E+00
 0.19952623E+03 0.38751163E+00
 0.20892961E+03 0.37745576E+00
 0.21877616E+03 0.36764660E+00
 0.22908677E+03 0.35807889E+00
 0.23988329E+03 0.34874745E+00
 0.25118864E+03 0.33964715E+00
 0.26302680E+03 0.33077293E+00
 0.27542287E+03 0.32211983E+00
 0.28840315E+03 0.31368292E+00
 0.30199517E+03 0.30545738E+00
 0.31622777E+03 0.29743845E+00
 0.33113112E+03 0.28962144E+00
 0.34673685E+03 0.28200176E+00
 0.36307805E+03 0.27457487E+00
 0.38018940E+03 0.26733632E+00
 0.39810717E+03 0.26028175E+00
 0.41686938E+03 0.25340686E+00
 0.43651583E+03 0.24670743E+00
 0.45708819E+03 0.24017933E+00
 0.47863009E+03 0.23381850E+00
 0.50118723E+03 0.22762096E+00
 0.52480746E+03 0.22158281E+00
 0.54954087E+03 0.21570021E+00
 0.57543994E+03 0.20996943E+00
 0.60255959E+03 0.20438677E+00
 0.63095734E+03 0.19894866E+00
 0.66069345E+03 0.19365155E+00
 0.69183097E+03 0.18849200E+00
 0.72443596E+03 0.18346663E+00
 0.75857758E+03 0.17857213E+00
 0.79432823E+03 0.17380527E+00
 0.83176377E+03 0.16916289E+00
 0.87096359E+03 0.16464188E+00
 0.91201084E+03 0.16023922E+00
 0.95499259E+03 0.15595194E+00
 0.10000000E+04 0.15177717E+00
