#......tp...... ...t_diff....
 0.10000000E-01 0.57914956E+01
 0.10471285E-01 0.57894917E+01
 0.10964782E-01 0.57872969E+01
 0.11481536E-01 0.57849095E+01
 0.12022644E-01 0.57823277E+01
 0.12589254E-01 0.57795499E+01
 0.13182567E-01 0.57765745E+01
 0.13803843E-01 0.57734000E+01
 0.14454398E-01 0.57700249E+01
 0.15135612E-01 0.57664479E+01
 0.15848932E-01 0.57626678E+01
 0.16595869E-01 0.57586834E+01
 0.17378008E-01 0.57544937E+01
 0.18197009E-01 0.57500977E+01
 0.19054607E-01 0.57454946E+01
 0.19952623E-01 0.57406837E+01
 0.20892961E-01 0.57356644E+01
 0.21877616E-01 0.57304365E+01
 0.22908677E-01 0.57249994E+01
 0.23988329E-01 0.57193532E+01
 0.25118864E-01 0.57134979E+01
 0.26302680E-01 0.57074337E+01
 0.27542287E-01 0.57011608E+01
 0.28840315E-01 0.56946800E+01
 0.30199517E-01 0.56879919E+01
 0.31622777E-01 0.56810974E+01
 0.33113112E-01 0.56739978E+01
 0.34673685E-01 0.56666943E+01
 0.36307805E-01 0.56591884E+01
 0.38018940E-01 0.56514820E+01
 0.39810717E-01 0.56435771E+01
 0.41686938E-01 0.56354760E+01
 0.43651583E-01 0.56271810E+01
 0.45708819E-01 0.56186950E+01
 0.47863009E-01 0.56100209E+01
 0.50118723E-01 0.56011620E+01
 0.52480746E-01 0.55921218E+01
 0.54954087E-01 0.55829040E+01
 0.57543994E-01 0.55735127E+01
 0.60255959E-01 0.55639522E+01
 0.63095734E-01 0.55542272E+01
 0.66069345E-01 0.55443424E+01
 0.69183097E-01 0.55343031E+01
 0.72443596E-01 0.55241146E+01
 0.75857758E-01 0.55137826E+01
 0.79432823E-01 0.55033132E+01
 0.83176377E-01 0.54927124E+01
 0.87096359E-01 0.54819870E+01
 0.91201084E-01 0.54711435E+01
 0.95499259E-01 0.54601889E+01
 0.10000000E+00 0.54491306E+01
 0.10471285E+00 0.54379758E+01
 0.10964782E+00 0.54267324E+01
 0.11481536E+00 0.54154081E+01
 0.12022644E+00 0.54040110E+01
 0.12589254E+00 0.53925492E+01
 0.13182567E+00 0.53810309E+01
 0.13803843E+00 0.53694648E+01
 0.14454398E+00 0.53578591E+01
 0.15135612E+00 0.53462224E+01
 0.15848932E+00 0.53345633E+01
 0.16595869E+00 0.53228902E+01
 0.17378008E+00 0.53112117E+01
 0.18197009E+00 0.52995360E+01
 0.19054607E+00 0.52878714E+01
 0.19952623E+00 0.52762259E+01
 0.20892961E+00 0.52646072E+01
 0.21877616E+00 0.52530228E+01
 0.22908677E+00 0.52414798E+01
 0.23988329E+00 0.52299850E+01
 0.25118864E+00 0.52185447E+01
 0.26302680E+00 0.52071644E+01
 0.27542287E+00 0.51958495E+01
 0.28840315E+00 0.51846043E+01
